timestamp,ticker,price
2025-06-17 09:00:00,MC.PA,900.39
2025-06-17 09:02:00,MC.PA,901.94
2025-06-17 09:04:00,MC.PA,900.69
2025-06-17 09:06:00,MC.PA,901.3
2025-06-17 09:08:00,MC.PA,901.92
2025-06-17 09:10:00,MC.PA,901.34
2025-06-17 09:12:00,MC.PA,902.13
2025-06-17 09:14:00,MC.PA,902.24
2025-06-17 09:16:00,MC.PA,901.41
2025-06-17 09:18:00,MC.PA,901.14
2025-06-17 09:20:00,MC.PA,900.38
2025-06-17 09:22:00,MC.PA,899.46
2025-06-17 09:24:00,MC.PA,899.57
2025-06-17 09:26:00,MC.PA,899.82
2025-06-17 09:28:00,MC.PA,900.22
2025-06-17 09:30:00,MC.PA,900.25
2025-06-17 09:32:00,MC.PA,900.57
2025-06-17 09:34:00,MC.PA,901.16
2025-06-17 09:36:00,MC.PA,901.0
2025-06-17 09:38:00,MC.PA,902.4
2025-06-17 09:40:00,MC.PA,902.69
2025-06-17 09:42:00,MC.PA,902.62
2025-06-17 09:44:00,MC.PA,902.15
2025-06-17 09:46:00,MC.PA,903.12
2025-06-17 09:48:00,MC.PA,903.85
2025-06-17 09:50:00,MC.PA,903.54
2025-06-17 09:52:00,MC.PA,903.75
2025-06-17 09:54:00,MC.PA,904.57
2025-06-17 09:56:00,MC.PA,903.15
2025-06-17 09:58:00,MC.PA,904.49
2025-06-17 10:00:00,MC.PA,904.31
2025-06-17 10:02:00,MC.PA,904.66
2025-06-17 10:04:00,MC.PA,906.01
2025-06-17 10:06:00,MC.PA,905.92
2025-06-17 10:08:00,MC.PA,906.7
2025-06-17 10:10:00,MC.PA,905.96
2025-06-17 10:12:00,MC.PA,904.98
2025-06-17 10:14:00,MC.PA,904.82
2025-06-17 10:16:00,MC.PA,904.33
2025-06-17 10:18:00,MC.PA,904.12
2025-06-17 10:20:00,MC.PA,904.69
2025-06-17 10:22:00,MC.PA,905.4
2025-06-17 10:24:00,MC.PA,905.94
2025-06-17 10:26:00,MC.PA,904.81
2025-06-17 10:28:00,MC.PA,904.47
2025-06-17 10:30:00,MC.PA,904.2
2025-06-17 10:32:00,MC.PA,902.52
2025-06-17 10:34:00,MC.PA,901.71
2025-06-17 10:36:00,MC.PA,901.51
2025-06-17 10:38:00,MC.PA,901.91
2025-06-17 10:40:00,MC.PA,903.05
2025-06-17 10:42:00,MC.PA,901.76
2025-06-17 10:44:00,MC.PA,901.85
2025-06-17 10:46:00,MC.PA,901.2
2025-06-17 10:48:00,MC.PA,900.63
2025-06-17 10:50:00,MC.PA,899.77
2025-06-17 10:52:00,MC.PA,901.09
2025-06-17 10:54:00,MC.PA,902.45
2025-06-17 10:56:00,MC.PA,902.61
2025-06-17 10:58:00,MC.PA,901.75
2025-06-17 11:00:00,MC.PA,902.22
2025-06-17 11:02:00,MC.PA,902.41
2025-06-17 11:04:00,MC.PA,902.37
2025-06-17 11:06:00,MC.PA,902.36
2025-06-17 11:08:00,MC.PA,900.43
2025-06-17 11:10:00,MC.PA,899.43
2025-06-17 11:12:00,MC.PA,900.24
2025-06-17 11:14:00,MC.PA,899.79
2025-06-17 11:16:00,MC.PA,900.4
2025-06-17 11:18:00,MC.PA,899.96
2025-06-17 11:20:00,MC.PA,900.44
2025-06-17 11:22:00,MC.PA,900.53
2025-06-17 11:24:00,MC.PA,900.34
2025-06-17 11:26:00,MC.PA,900.15
2025-06-17 11:28:00,MC.PA,900.75
2025-06-17 11:30:00,MC.PA,901.27
2025-06-17 11:32:00,MC.PA,901.84
2025-06-17 11:34:00,MC.PA,902.67
2025-06-17 11:36:00,MC.PA,901.96
2025-06-17 11:38:00,MC.PA,902.62
2025-06-17 11:40:00,MC.PA,903.93
2025-06-17 11:42:00,MC.PA,904.15
2025-06-17 11:44:00,MC.PA,905.83
2025-06-17 11:46:00,MC.PA,905.44
2025-06-17 11:48:00,MC.PA,905.45
2025-06-17 11:50:00,MC.PA,906.02
2025-06-17 11:52:00,MC.PA,905.2
2025-06-17 11:54:00,MC.PA,905.95
2025-06-17 11:56:00,MC.PA,905.93
2025-06-17 11:58:00,MC.PA,905.07
2025-06-17 12:00:00,MC.PA,906.49
2025-06-17 12:02:00,MC.PA,906.08
2025-06-17 12:04:00,MC.PA,904.5
2025-06-17 12:06:00,MC.PA,904.46
2025-06-17 12:08:00,MC.PA,903.39
2025-06-17 12:10:00,MC.PA,905.17
2025-06-17 12:12:00,MC.PA,904.71
2025-06-17 12:14:00,MC.PA,903.96
2025-06-17 12:16:00,MC.PA,903.9
2025-06-17 12:18:00,MC.PA,904.73
2025-06-17 12:20:00,MC.PA,904.58
2025-06-17 12:22:00,MC.PA,905.17
2025-06-17 12:24:00,MC.PA,904.29
2025-06-17 12:26:00,MC.PA,903.33
2025-06-17 12:28:00,MC.PA,901.57
2025-06-17 12:30:00,MC.PA,901.28
2025-06-17 12:32:00,MC.PA,901.42
2025-06-17 12:34:00,MC.PA,903.03
2025-06-17 12:36:00,MC.PA,903.61
2025-06-17 12:38:00,MC.PA,904.28
2025-06-17 12:40:00,MC.PA,904.1
2025-06-17 12:42:00,MC.PA,903.36
2025-06-17 12:44:00,MC.PA,904.91
2025-06-17 12:46:00,MC.PA,906.13
2025-06-17 12:48:00,MC.PA,905.37
2025-06-17 12:50:00,MC.PA,904.43
2025-06-17 12:52:00,MC.PA,903.41
2025-06-17 12:54:00,MC.PA,904.55
2025-06-17 12:56:00,MC.PA,904.48
2025-06-17 12:58:00,MC.PA,903.49
2025-06-17 13:00:00,MC.PA,904.87
2025-06-17 13:02:00,MC.PA,904.48
2025-06-17 13:04:00,MC.PA,904.25
2025-06-17 13:06:00,MC.PA,904.01
2025-06-17 13:08:00,MC.PA,903.92
2025-06-17 13:10:00,MC.PA,903.66
2025-06-17 13:12:00,MC.PA,903.46
2025-06-17 13:14:00,MC.PA,903.5
2025-06-17 13:16:00,MC.PA,904.06
2025-06-17 13:18:00,MC.PA,903.77
2025-06-17 13:20:00,MC.PA,904.78
2025-06-17 13:22:00,MC.PA,904.43
2025-06-17 13:24:00,MC.PA,904.17
2025-06-17 13:26:00,MC.PA,902.37
2025-06-17 13:28:00,MC.PA,901.75
2025-06-17 13:30:00,MC.PA,901.8
2025-06-17 13:32:00,MC.PA,902.62
2025-06-17 13:34:00,MC.PA,902.99
2025-06-17 13:36:00,MC.PA,904.56
2025-06-17 13:38:00,MC.PA,905.36
2025-06-17 13:40:00,MC.PA,906.17
2025-06-17 13:42:00,MC.PA,907.24
2025-06-17 13:44:00,MC.PA,907.58
2025-06-17 13:46:00,MC.PA,909.38
2025-06-17 13:48:00,MC.PA,908.84
2025-06-17 13:50:00,MC.PA,909.37
2025-06-17 13:52:00,MC.PA,909.58
2025-06-17 13:54:00,MC.PA,908.88
2025-06-17 13:56:00,MC.PA,910.2
2025-06-17 13:58:00,MC.PA,910.95
2025-06-17 14:00:00,MC.PA,911.41
2025-06-17 14:02:00,MC.PA,909.59
2025-06-17 14:04:00,MC.PA,909.22
2025-06-17 14:06:00,MC.PA,909.97
2025-06-17 14:08:00,MC.PA,909.49
2025-06-17 14:10:00,MC.PA,909.83
2025-06-17 14:12:00,MC.PA,910.02
2025-06-17 14:14:00,MC.PA,910.09
2025-06-17 14:16:00,MC.PA,910.0
2025-06-17 14:18:00,MC.PA,909.34
2025-06-17 14:20:00,MC.PA,910.99
2025-06-17 14:22:00,MC.PA,911.39
2025-06-17 14:24:00,MC.PA,910.85
2025-06-17 14:26:00,MC.PA,911.54
2025-06-17 14:28:00,MC.PA,911.29
2025-06-17 14:30:00,MC.PA,910.45
2025-06-17 14:32:00,MC.PA,910.58
2025-06-17 14:34:00,MC.PA,911.1
2025-06-17 14:36:00,MC.PA,910.84
2025-06-17 14:38:00,MC.PA,910.22
2025-06-17 14:40:00,MC.PA,911.32
2025-06-17 14:42:00,MC.PA,909.13
2025-06-17 14:44:00,MC.PA,910.02
2025-06-17 14:46:00,MC.PA,909.49
2025-06-17 14:48:00,MC.PA,911.56
2025-06-17 14:50:00,MC.PA,912.31
2025-06-17 14:52:00,MC.PA,912.14
2025-06-17 14:54:00,MC.PA,912.01
2025-06-17 14:56:00,MC.PA,911.73
2025-06-17 14:58:00,MC.PA,911.7
2025-06-17 15:00:00,MC.PA,910.08
2025-06-17 15:02:00,MC.PA,910.4
2025-06-17 15:04:00,MC.PA,910.81
2025-06-17 15:06:00,MC.PA,910.96
2025-06-17 15:08:00,MC.PA,911.27
2025-06-17 15:10:00,MC.PA,912.04
2025-06-17 15:12:00,MC.PA,913.24
2025-06-17 15:14:00,MC.PA,912.61
2025-06-17 15:16:00,MC.PA,911.64
2025-06-17 15:18:00,MC.PA,912.83
2025-06-17 15:20:00,MC.PA,913.59
2025-06-17 15:22:00,MC.PA,913.36
2025-06-17 15:24:00,MC.PA,914.5
2025-06-17 15:26:00,MC.PA,914.84
2025-06-17 15:28:00,MC.PA,915.62
2025-06-17 15:30:00,MC.PA,915.79
2025-06-17 15:32:00,MC.PA,916.55
2025-06-17 15:34:00,MC.PA,915.27
2025-06-17 15:36:00,MC.PA,915.85
2025-06-17 15:38:00,MC.PA,916.71
2025-06-17 15:40:00,MC.PA,917.46
2025-06-17 15:42:00,MC.PA,917.2
2025-06-17 15:44:00,MC.PA,918.47
2025-06-17 15:46:00,MC.PA,918.26
2025-06-17 15:48:00,MC.PA,918.91
2025-06-17 15:50:00,MC.PA,918.97
2025-06-17 15:52:00,MC.PA,918.98
2025-06-17 15:54:00,MC.PA,918.52
2025-06-17 15:56:00,MC.PA,919.49
2025-06-17 15:58:00,MC.PA,919.75
2025-06-17 16:00:00,MC.PA,919.25
2025-06-17 16:02:00,MC.PA,918.61
2025-06-17 16:04:00,MC.PA,919.21
2025-06-17 16:06:00,MC.PA,919.1
2025-06-17 16:08:00,MC.PA,916.99
2025-06-17 16:10:00,MC.PA,916.93
2025-06-17 16:12:00,MC.PA,916.95
2025-06-17 16:14:00,MC.PA,917.86
2025-06-17 16:16:00,MC.PA,918.29
2025-06-17 16:18:00,MC.PA,918.56
2025-06-17 16:20:00,MC.PA,918.59
2025-06-17 16:22:00,MC.PA,918.49
2025-06-17 16:24:00,MC.PA,918.98
2025-06-17 16:26:00,MC.PA,919.99
2025-06-17 16:28:00,MC.PA,921.31
2025-06-17 16:30:00,MC.PA,922.77
2025-06-17 16:32:00,MC.PA,922.55
2025-06-17 16:34:00,MC.PA,924.03
2025-06-17 16:36:00,MC.PA,924.86
2025-06-17 16:38:00,MC.PA,923.85
2025-06-17 16:40:00,MC.PA,923.0
2025-06-17 16:42:00,MC.PA,921.8
2025-06-17 16:44:00,MC.PA,921.97
2025-06-17 16:46:00,MC.PA,923.18
2025-06-17 16:48:00,MC.PA,922.33
2025-06-17 16:50:00,MC.PA,922.92
2025-06-17 16:52:00,MC.PA,922.96
2025-06-17 16:54:00,MC.PA,923.54
2025-06-17 16:56:00,MC.PA,923.85
2025-06-17 16:58:00,MC.PA,923.34
2025-06-17 17:00:00,MC.PA,923.53
2025-06-17 17:02:00,MC.PA,924.27
2025-06-17 17:04:00,MC.PA,924.72
2025-06-17 17:06:00,MC.PA,924.7
2025-06-17 17:08:00,MC.PA,924.07
2025-06-17 17:10:00,MC.PA,924.14
2025-06-17 17:12:00,MC.PA,923.89
2025-06-17 17:14:00,MC.PA,924.53
2025-06-17 17:16:00,MC.PA,925.89
2025-06-17 17:18:00,MC.PA,925.53
2025-06-17 17:20:00,MC.PA,923.75
2025-06-17 17:22:00,MC.PA,924.22
2025-06-17 17:24:00,MC.PA,922.94
