timestamp,ticker,price
2025-06-17 09:00:00,MC.PA,900.00
2025-06-17 09:02:00,MC.PA,900.25
2025-06-17 09:04:00,MC.PA,899.86
2025-06-17 09:06:00,MC.PA,900.26
2025-06-17 09:08:00,MC.PA,899.83
2025-06-17 09:10:00,MC.PA,900.09
2025-06-17 09:12:00,MC.PA,899.88
2025-06-17 09:14:00,MC.PA,900.22
2025-06-17 09:16:00,MC.PA,899.69
2025-06-17 09:18:00,MC.PA,899.90
2025-06-17 09:20:00,MC.PA,899.40
2025-06-17 09:22:00,MC.PA,899.75
2025-06-17 09:24:00,MC.PA,899.10
2025-06-17 09:26:00,MC.PA,899.80
2025-06-17 09:28:00,MC.PA,898.95
2025-06-17 09:30:00,MC.PA,899.40
2025-06-17 09:32:00,MC.PA,898.85
2025-06-17 09:34:00,MC.PA,898.70
2025-06-17 09:36:00,MC.PA,898.50
2025-06-17 09:38:00,MC.PA,898.30
2025-06-17 09:40:00,MC.PA,898.10
2025-06-17 09:42:00,MC.PA,898.25
2025-06-17 09:44:00,MC.PA,898.00
2025-06-17 09:46:00,MC.PA,898.40
2025-06-17 09:48:00,MC.PA,897.95
2025-06-17 09:50:00,MC.PA,898.10
2025-06-17 09:52:00,MC.PA,897.80
2025-06-17 09:54:00,MC.PA,897.60
2025-06-17 09:56:00,MC.PA,897.45
2025-06-17 09:58:00,MC.PA,897.20
2025-06-17 10:00:00,MC.PA,897.00

